Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF2,128,GRFsmooth,07-01,1292783189238,774792,2859425
OF2,128,GRFsmooth,07-02,206404701957,410662,818823
OF2,128,GRFsmooth,07-04,190815149799,441917,910679
OF2,128,GRFsmooth,07-06,515698895811,752076,2891020
OF2,128,GRFsmooth,07-10,270926887651,293653,822147
OF2,128,GRFsmooth,08-01,498915474113,449287,1180017
OF2,128,GRFsmooth,08-02,302316902278,316965,762785
OF2,128,GRFsmooth,08-04,582404938436,272380,731692
OF2,128,GRFsmooth,08-06,927563175144,268252,808477
OF2,128,GRFsmooth,08-07,346078250145,272427,700676
OF2,128,GRFsmooth,08-10,242220338316,344473,835751
OF2,128,GRFsmooth,09-01,947212789834,500664,979241
OF2,128,GRFsmooth,09-02,373893603803,562122,961732
OF2,128,GRFsmooth,09-04,755035890013,848494,2803982
OF2,128,GRFsmooth,09-06,1230032486793,490398,1155811
OF2,128,GRFsmooth,09-07,563084384354,606174,1211407
OF2,128,GRFsmooth,09-08,229647264307,736363,1476205
OF2,128,GRFsmooth,09-10,311364856005,374493,785917
OF2,128,GRFsmooth,10-06,1069453468644,497320,1450995
OF2,128,LogGRF,01-06,478632133878,600518,1764480
OF2,128,LogGRF,01-10,2776809343133,868255,2799855
OF2,128,LogGRF,02-01,2751908617042,927568,3700919
OF2,128,LogGRF,02-04,4796032265002,545325,1646388
OF2,128,LogGRF,02-06,3628132347230,547403,1485094
OF2,128,LogGRF,02-10,5883794089381,469312,1317716
OF2,128,LogGRF,03-01,987535119076,270187,922059
OF2,128,LogGRF,03-02,5685874028202,614593,2164729
OF2,128,LogGRF,03-04,2223595678124,506469,2126676
OF2,128,LogGRF,03-06,745192657576,439628,1301799
OF2,128,LogGRF,03-07,2612049691988,478159,1416796
OF2,128,LogGRF,03-08,1894143100488,589291,2010823
OF2,128,LogGRF,03-09,3079408876288,780165,3061075
OF2,128,LogGRF,03-10,3392128493789,736232,2320869
OF2,128,LogGRF,04-01,2850696677494,203413,914332
OF2,128,LogGRF,04-06,3005925603314,184779,804862
OF2,128,LogGRF,04-10,8205136957673,653646,2640202
OF2,128,LogGRF,05-01,1175720628903,266676,1016012
OF2,128,LogGRF,05-02,5385919602205,743688,2651383
OF2,128,LogGRF,05-03,462943895443,416487,1111456
OF2,128,LogGRF,05-04,1552390962459,389188,1382124
OF2,128,LogGRF,05-06,1164288816513,205463,785152
OF2,128,LogGRF,05-07,1774001632305,656470,2470317
OF2,128,LogGRF,05-08,1447370410449,346814,977378
OF2,128,LogGRF,05-09,3013152434899,781538,3341582
OF2,128,LogGRF,05-10,4768401120414,750724,2932749
OF2,128,LogGRF,07-01,1617025797166,479395,1406110
OF2,128,LogGRF,07-02,1913079464286,346825,1392091
OF2,128,LogGRF,07-04,1102669644406,503601,1411399
OF2,128,LogGRF,07-06,2203595227702,309848,999999
OF2,128,LogGRF,07-10,6072752152283,786029,2814084
OF2,128,LogGRF,08-01,450889415988,455067,998671
OF2,128,LogGRF,08-02,1856967459262,713579,2354827
OF2,128,LogGRF,08-04,2370604195824,247116,960138
OF2,128,LogGRF,08-06,1192888862676,295047,873154
OF2,128,LogGRF,08-07,780001179008,458262,1611251
OF2,128,LogGRF,08-10,4182374670341,549563,1502984
OF2,128,LogGRF,09-01,1031072969272,861944,2726492
OF2,128,LogGRF,09-02,829202400714,386651,1220798
OF2,128,LogGRF,09-04,3840998179204,308711,1066037
OF2,128,LogGRF,09-06,1600056716678,467932,1345152
OF2,128,LogGRF,09-07,1245356581372,369309,1122412
OF2,128,LogGRF,09-08,662454238482,558147,1319129
OF2,128,LogGRF,09-10,3177687170687,341907,1043694
OF2,128,LogGRF,10-06,1689821130579,442358,1003202
OF2,128,LogitGRF,01-06,237850771633,343210,855616
OF2,128,LogitGRF,01-10,501999468484,555607,1233394
OF2,128,LogitGRF,02-01,646692784149,507534,1477492
OF2,128,LogitGRF,02-04,316950256157,365319,1230242
OF2,128,LogitGRF,02-06,445889962466,612832,1670667
OF2,128,LogitGRF,02-10,408594548595,730859,1711913
OF2,128,LogitGRF,03-01,166651278222,341410,827350
OF2,128,LogitGRF,03-02,377916299579,510005,1221910
OF2,128,LogitGRF,03-04,202630576614,583497,1177121
OF2,128,LogitGRF,03-06,160070673577,450622,968854
OF2,128,LogitGRF,03-07,236505390215,543758,1437910
OF2,128,LogitGRF,03-08,543477720803,616797,1813730
OF2,128,LogitGRF,03-09,361494892775,821709,2260783
OF2,128,LogitGRF,03-10,220215517724,691817,1522892
OF2,128,LogitGRF,04-01,343140513862,332857,1000934
OF2,128,LogitGRF,04-06,285728497815,419235,931991
OF2,128,LogitGRF,04-10,318636737524,500749,1022721
OF2,128,LogitGRF,05-01,167128280223,154301,753807
OF2,128,LogitGRF,05-02,455874099848,460316,1110029
OF2,128,LogitGRF,05-03,193428804081,456992,945629
OF2,128,LogitGRF,05-04,256899337969,634697,1916553
OF2,128,LogitGRF,05-06,236462873314,445676,1418689
OF2,128,LogitGRF,05-07,550133035678,447013,1151240
OF2,128,LogitGRF,05-08,930708278090,770365,2640354
OF2,128,LogitGRF,05-09,598846612704,1101126,3484963
OF2,128,LogitGRF,05-10,494207401725,812962,1934959
OF2,128,LogitGRF,07-01,458636581613,692450,2173352
OF2,128,LogitGRF,07-02,498595050530,359360,796160
OF2,128,LogitGRF,07-04,304812520837,329996,1104100
OF2,128,LogitGRF,07-06,377682144672,684266,2054720
OF2,128,LogitGRF,07-10,157249187831,354316,878885
OF2,128,LogitGRF,08-01,930486421847,741474,2730634
OF2,128,LogitGRF,08-02,455445077846,751619,1603898
OF2,128,LogitGRF,08-04,381740237387,740296,2143325
OF2,128,LogitGRF,08-06,707318940580,815084,2661924
OF2,128,LogitGRF,08-07,305916851758,507724,1121767
OF2,128,LogitGRF,08-10,293994056357,474094,981930
OF2,128,LogitGRF,09-01,467608427609,560616,1279147
OF2,128,LogitGRF,09-02,898616147102,452755,1066036
OF2,128,LogitGRF,09-04,427741174735,277792,849239
OF2,128,LogitGRF,09-06,381430749834,616753,1356806
OF2,128,LogitGRF,09-07,366207426836,394822,828050
OF2,128,LogitGRF,09-08,562956797830,578024,1058722
OF2,128,LogitGRF,09-10,303211858315,496454,856674
OF2,128,LogitGRF,10-06,252932783483,922086,2888427
OF2,128,MicroscopyImages,01-06,796771338714,17049,468565
OF2,128,MicroscopyImages,01-10,814721030364,12323,379812
OF2,128,MicroscopyImages,02-01,83773435957,13110,359156
OF2,128,MicroscopyImages,02-04,306025227824,38306,717132
OF2,128,MicroscopyImages,02-06,793131673653,37085,756949
OF2,128,MicroscopyImages,02-10,503067543801,25669,581121
OF2,128,MicroscopyImages,03-01,378463738169,9013,283200
OF2,128,MicroscopyImages,03-02,410914503012,20215,486110
OF2,128,MicroscopyImages,03-04,38315833128,20447,400305
OF2,128,MicroscopyImages,03-06,970881727787,21550,521815
OF2,128,MicroscopyImages,03-07,1567077181260,9826,356828
OF2,128,MicroscopyImages,03-08,1386764985483,18080,513039
OF2,128,MicroscopyImages,03-09,1296841636076,7083,302391
OF2,128,MicroscopyImages,03-10,1007114719411,17498,503975
OF2,128,MicroscopyImages,04-01,281250936243,18740,419091
OF2,128,MicroscopyImages,04-06,793799305521,41121,795465
OF2,128,MicroscopyImages,04-10,899902977473,33784,775054
OF2,128,MicroscopyImages,05-01,1120162886700,7761,307152
OF2,128,MicroscopyImages,05-02,1144312909977,19799,546419
OF2,128,MicroscopyImages,05-03,1262750197649,11061,374618
OF2,128,MicroscopyImages,05-04,1090217051973,23256,580618
OF2,128,MicroscopyImages,05-06,77823368296,16470,396240
OF2,128,MicroscopyImages,05-07,1534066655511,7166,289888
OF2,128,MicroscopyImages,05-08,1450485404758,15531,448161
OF2,128,MicroscopyImages,05-09,2407968601845,5762,273874
OF2,128,MicroscopyImages,05-10,1541378769962,16337,465884
OF2,128,MicroscopyImages,07-01,1636341974029,7262,292074
OF2,128,MicroscopyImages,07-02,1551430988866,16603,485446
OF2,128,MicroscopyImages,07-04,1450098462466,20953,521181
OF2,128,MicroscopyImages,07-06,1201856875277,16534,434664
OF2,128,MicroscopyImages,07-10,1757475306099,13443,441320
OF2,128,MicroscopyImages,08-01,1415673746620,14563,444872
OF2,128,MicroscopyImages,08-02,1312958507313,31735,729798
OF2,128,MicroscopyImages,08-04,1270446903989,34863,743107
OF2,128,MicroscopyImages,08-06,1103811079698,28624,626921
OF2,128,MicroscopyImages,08-07,49251612631,10496,285818
OF2,128,MicroscopyImages,08-10,1482109563330,26562,672614
OF2,128,MicroscopyImages,09-01,1315762937853,5245,250898
OF2,128,MicroscopyImages,09-02,928264085734,11394,402765
OF2,128,MicroscopyImages,09-04,1260762055258,13885,464713
OF2,128,MicroscopyImages,09-06,1993411461761,12759,440935
OF2,128,MicroscopyImages,09-07,2331489934468,5443,262426
OF2,128,MicroscopyImages,09-08,2000551814119,10851,398516
OF2,128,MicroscopyImages,09-10,209203922589,7457,270928
OF2,128,MicroscopyImages,10-06,1186573733684,29274,716468
OF2,128,Shapes,01-06,1241048000000,50859,1489783
OF2,128,Shapes,01-10,66072776558,31946,544270
OF2,128,Shapes,02-01,629800960000,22986,645138
OF2,128,Shapes,02-04,78688844154,11421,322958
OF2,128,Shapes,02-06,985665344000,14078,493348
OF2,128,Shapes,02-10,829222275228,12486,381246
OF2,128,Shapes,03-01,25018800000,28165,734188
OF2,128,Shapes,03-02,645056672000,10643,345142
OF2,128,Shapes,03-04,366232268076,16897,407403
OF2,128,Shapes,03-06,1256590800000,16241,550600
OF2,128,Shapes,03-07,700042111545,21092,519103
OF2,128,Shapes,03-08,435547933768,9307,272947
OF2,128,Shapes,03-09,202881600000,15755,539679
OF2,128,Shapes,03-10,85171131206,13992,327657
OF2,128,Shapes,04-01,350031298578,37204,707048
OF2,128,Shapes,04-06,910633592124,23888,637649
OF2,128,Shapes,04-10,523834103036,19140,464793
OF2,128,Shapes,05-01,247290313686,30096,607175
OF2,128,Shapes,05-02,819433074692,11228,366203
OF2,128,Shapes,05-03,264988573724,14649,388885
OF2,128,Shapes,05-04,474593430052,17160,428857
OF2,128,Shapes,05-06,1394651078262,16805,506785
OF2,128,Shapes,05-07,825153002341,20972,562944
OF2,128,Shapes,05-08,382785539164,9032,310075
OF2,128,Shapes,05-09,439171951500,14008,407010
OF2,128,Shapes,05-10,300253654116,14732,366619
OF2,128,Shapes,07-01,683084977715,47388,878842
OF2,128,Shapes,07-02,623917189419,19129,518442
OF2,128,Shapes,07-04,485057967701,27333,655630
OF2,128,Shapes,07-06,2671398261727,30673,907483
OF2,128,Shapes,07-10,837941706349,23381,567426
OF2,128,Shapes,08-01,422030832032,21493,496458
OF2,128,Shapes,08-02,158669016146,6850,246950
OF2,128,Shapes,08-04,80461018254,9302,261653
OF2,128,Shapes,08-06,994635807750,13285,445341
OF2,128,Shapes,08-07,557623961887,14934,456601
OF2,128,Shapes,08-10,593319666410,9758,300295
OF2,128,Shapes,09-01,186952800000,39409,1089860
OF2,128,Shapes,09-02,746230112000,11371,366838
OF2,128,Shapes,09-04,496981115814,18345,415760
OF2,128,Shapes,09-06,1373592400000,16062,553662
OF2,128,Shapes,09-07,839764152669,23317,582570
OF2,128,Shapes,09-08,563044189044,9244,294446
OF2,128,Shapes,09-10,211333776054,12945,326185
OF2,128,Shapes,10-06,1417223021078,19758,539738
OF2,128,WhiteNoise,01-06,1708270377,155535,389043
OF2,128,WhiteNoise,01-10,1373468805,115393,321550
OF2,128,WhiteNoise,02-01,1439261920,194903,416260
OF2,128,WhiteNoise,02-04,1617048808,193662,435564
OF2,128,WhiteNoise,02-06,2020156289,176133,456295
OF2,128,WhiteNoise,02-10,1687473349,145738,341265
OF2,128,WhiteNoise,03-01,1519431778,121444,310176
OF2,128,WhiteNoise,03-02,1636843102,174511,333119
OF2,128,WhiteNoise,03-04,1694959542,131556,305988
OF2,128,WhiteNoise,03-06,1355707641,143391,349419
OF2,128,WhiteNoise,03-07,1559976526,165116,325864
OF2,128,WhiteNoise,03-08,1518777492,162618,368225
OF2,128,WhiteNoise,03-09,1676560192,157740,340610
OF2,128,WhiteNoise,03-10,1562502611,125489,310403
OF2,128,WhiteNoise,04-01,1297969386,144898,315681
OF2,128,WhiteNoise,04-06,1783281341,134087,344995
OF2,128,WhiteNoise,04-10,1422583837,136332,322458
OF2,128,WhiteNoise,05-01,1477173654,121945,295461
OF2,128,WhiteNoise,05-02,2016976756,252568,451282
OF2,128,WhiteNoise,05-03,1643819632,185771,349249
OF2,128,WhiteNoise,05-04,1534551820,140653,312587
OF2,128,WhiteNoise,05-06,1573006101,101885,316236
OF2,128,WhiteNoise,05-07,1483606856,110391,302494
OF2,128,WhiteNoise,05-08,1705401320,163659,334471
OF2,128,WhiteNoise,05-09,1427123590,173973,318219
OF2,128,WhiteNoise,05-10,1534102657,142532,339148
OF2,128,WhiteNoise,07-01,1430800902,121750,288704
OF2,128,WhiteNoise,07-02,1840980374,257383,464248
OF2,128,WhiteNoise,07-04,1432373070,104226,318470
OF2,128,WhiteNoise,07-06,1605965979,140452,350964
OF2,128,WhiteNoise,07-10,1467342733,133394,314294
OF2,128,WhiteNoise,08-01,1906196218,97421,285767
OF2,128,WhiteNoise,08-02,2162586380,213034,374931
OF2,128,WhiteNoise,08-04,1834875334,145408,318445
OF2,128,WhiteNoise,08-06,1701758875,142375,317052
OF2,128,WhiteNoise,08-07,1664135972,88107,297130
OF2,128,WhiteNoise,08-10,1629477121,171621,309641
OF2,128,WhiteNoise,09-01,1350218890,148556,317850
OF2,128,WhiteNoise,09-02,1547097590,207887,385041
OF2,128,WhiteNoise,09-04,1359239810,111365,319232
OF2,128,WhiteNoise,09-06,1867374587,154601,365031
OF2,128,WhiteNoise,09-07,1542281090,112401,319440
OF2,128,WhiteNoise,09-08,1744106054,122868,338265
OF2,128,WhiteNoise,09-10,1349960859,92258,317271
OF2,128,WhiteNoise,10-06,1693410540,96003,323884
OF3,32,CauchyDensity,01-02,509582395,59,4078
OF3,32,CauchyDensity,01-03,873134543,54,3822
OF3,32,CauchyDensity,01-04,533707125,325,6483
OF3,32,CauchyDensity,01-05,1428612311,69,5750
OF3,32,CauchyDensity,01-06,1606904908,66,5145
OF3,32,CauchyDensity,01-07,939354302,72,5349
OF3,32,CauchyDensity,01-08,829605141,102,6137
OF3,32,CauchyDensity,01-09,583820578,81,7949
OF3,32,CauchyDensity,01-10,1598134906,69,5218
OF3,32,CauchyDensity,02-04,362767942,83,5646
OF3,32,CauchyDensity,02-05,1253153406,83,11106
OF3,32,CauchyDensity,02-06,1294873279,66,5042
OF3,32,CauchyDensity,02-08,484190268,178,7850
OF3,32,CauchyDensity,02-09,633920857,64,6412
OF3,32,CauchyDensity,02-10,1295188237,58,4186
OF3,32,CauchyDensity,03-02,565636512,153,12663
OF3,32,CauchyDensity,03-04,406045590,58,6172
OF3,32,CauchyDensity,03-05,969186040,75,8399
OF3,32,CauchyDensity,03-06,758427407,64,5535
OF3,32,CauchyDensity,03-08,350992658,149,9279
OF3,32,CauchyDensity,03-09,728214071,58,4779
OF3,32,CauchyDensity,03-10,730611005,54,4199
OF3,32,CauchyDensity,04-05,1071565730,92,11535
OF3,32,CauchyDensity,04-08,303858580,69,3056
OF3,32,CauchyDensity,04-10,1135409119,51,3091
OF3,32,CauchyDensity,05-08,1050138000,55,5265
OF3,32,CauchyDensity,05-10,683517633,43,2342
OF3,32,CauchyDensity,06-04,1135008989,66,7545
OF3,32,CauchyDensity,06-05,763229671,59,4832
OF3,32,CauchyDensity,06-08,928543127,56,5613
OF3,32,CauchyDensity,06-09,1411017516,57,4820
OF3,32,CauchyDensity,06-10,153327876,58,5577
OF3,32,CauchyDensity,07-02,510767911,184,15015
OF3,32,CauchyDensity,07-03,430872527,127,10086
OF3,32,CauchyDensity,07-04,423439793,64,6217
OF3,32,CauchyDensity,07-05,1314329747,66,8525
OF3,32,CauchyDensity,07-06,836523450,53,4201
OF3,32,CauchyDensity,07-08,266086367,48,2999
OF3,32,CauchyDensity,07-09,613533328,47,2993
OF3,32,CauchyDensity,07-10,824927136,55,4712
OF3,32,CauchyDensity,09-04,477301409,59,4068
OF3,32,CauchyDensity,09-05,1266404765,53,3583
OF3,32,CauchyDensity,09-08,482474389,39,1718
OF3,32,CauchyDensity,09-10,1411417646,55,3269
OF3,32,CauchyDensity,10-08,928943257,55,6198
OF3,32,ClassicImages,01-02,258319795,98,4815
OF3,32,ClassicImages,01-03,310023556,69,5339
OF3,32,ClassicImages,01-04,208274376,66,4830
OF3,32,ClassicImages,01-05,245829059,64,5786
OF3,32,ClassicImages,01-06,370316108,56,4120
OF3,32,ClassicImages,01-07,280989545,69,5975
OF3,32,ClassicImages,01-08,222472679,60,4967
OF3,32,ClassicImages,01-09,403918210,67,6716
OF3,32,ClassicImages,01-10,348265937,92,5895
OF3,32,ClassicImages,02-04,105320729,95,8740
OF3,32,ClassicImages,02-05,111663666,69,7166
OF3,32,ClassicImages,02-06,126631797,70,5097
OF3,32,ClassicImages,02-08,145832232,91,7478
OF3,32,ClassicImages,02-09,310876861,74,7761
OF3,32,ClassicImages,02-10,200379612,77,5759
OF3,32,ClassicImages,03-02,190590447,90,6064
OF3,32,ClassicImages,03-04,160853976,67,6841
OF3,32,ClassicImages,03-05,166456271,112,7814
OF3,32,ClassicImages,03-06,233756294,61,3917
OF3,32,ClassicImages,03-08,203129131,60,5692
OF3,32,ClassicImages,03-09,348070300,79,9405
OF3,32,ClassicImages,03-10,303619147,77,5756
OF3,32,ClassicImages,04-05,128138199,97,7801
OF3,32,ClassicImages,04-08,131546471,74,5263
OF3,32,ClassicImages,04-10,257092567,85,5676
OF3,32,ClassicImages,05-08,165402782,81,6186
OF3,32,ClassicImages,05-10,255779012,69,5624
OF3,32,ClassicImages,06-04,199532592,78,7218
OF3,32,ClassicImages,06-05,162723901,78,6402
OF3,32,ClassicImages,06-08,204045907,68,8032
OF3,32,ClassicImages,06-09,345481766,54,5482
OF3,32,ClassicImages,06-10,206761251,87,6146
OF3,32,ClassicImages,07-02,124400988,71,5507
OF3,32,ClassicImages,07-03,224471383,79,7374
OF3,32,ClassicImages,07-04,176629457,89,8606
OF3,32,ClassicImages,07-05,124617964,71,6808
OF3,32,ClassicImages,07-06,155036647,75,5323
OF3,32,ClassicImages,07-08,174791352,101,7442
OF3,32,ClassicImages,07-09,267673597,78,7554
OF3,32,ClassicImages,07-10,228547682,81,6170
OF3,32,ClassicImages,09-04,323205576,66,6602
OF3,32,ClassicImages,09-05,263578247,75,7031
OF3,32,ClassicImages,09-08,391335555,66,5406
OF3,32,ClassicImages,09-10,468572763,58,4930
OF3,32,ClassicImages,10-08,227262394,82,7564
OF3,32,GRFmoderate,01-02,202507111,65,6831
OF3,32,GRFmoderate,01-03,344779095,62,5988
OF3,32,GRFmoderate,01-04,484736535,51,4659
OF3,32,GRFmoderate,01-05,255289188,56,5153
OF3,32,GRFmoderate,01-06,360414420,82,6669
OF3,32,GRFmoderate,01-07,189466411,63,5215
OF3,32,GRFmoderate,01-08,389558618,66,6738
OF3,32,GRFmoderate,01-09,163898502,68,6291
OF3,32,GRFmoderate,01-10,127029889,93,6861
OF3,32,GRFmoderate,02-04,417400558,56,5808
OF3,32,GRFmoderate,02-05,186965843,117,9021
OF3,32,GRFmoderate,02-06,294615731,74,8390
OF3,32,GRFmoderate,02-08,381376191,77,5946
OF3,32,GRFmoderate,02-09,188243511,60,4969
OF3,32,GRFmoderate,02-10,195968886,68,5574
OF3,32,GRFmoderate,03-02,332927088,71,6668
OF3,32,GRFmoderate,03-04,370408162,74,6964
OF3,32,GRFmoderate,03-05,261576189,69,6466
OF3,32,GRFmoderate,03-06,320864351,64,6492
OF3,32,GRFmoderate,03-08,181980679,138,6668
OF3,32,GRFmoderate,03-09,246151585,94,6794
OF3,32,GRFmoderate,03-10,280699096,65,6561
OF3,32,GRFmoderate,04-05,286780319,57,4873
OF3,32,GRFmoderate,04-08,450308601,51,3556
OF3,32,GRFmoderate,04-10,400016072,65,5211
OF3,32,GRFmoderate,05-08,331592808,54,4084
OF3,32,GRFmoderate,05-10,195233333,61,4764
OF3,32,GRFmoderate,06-04,267871593,76,7298
OF3,32,GRFmoderate,06-05,183495458,65,5056
OF3,32,GRFmoderate,06-08,389038338,54,4305
OF3,32,GRFmoderate,06-09,289694602,47,3302
OF3,32,GRFmoderate,06-10,288077573,60,4964
OF3,32,GRFmoderate,07-02,199075284,85,7488
OF3,32,GRFmoderate,07-03,300693852,63,6473
OF3,32,GRFmoderate,07-04,396722570,75,6585
OF3,32,GRFmoderate,07-05,176799677,71,7343
OF3,32,GRFmoderate,07-06,281348293,78,7279
OF3,32,GRFmoderate,07-08,338550751,64,5925
OF3,32,GRFmoderate,07-09,110053133,79,5872
OF3,32,GRFmoderate,07-10,150533640,59,4925
OF3,32,GRFmoderate,09-04,397859161,57,4998
OF3,32,GRFmoderate,09-05,186179942,64,6269
OF3,32,GRFmoderate,09-08,272248604,77,8416
OF3,32,GRFmoderate,09-10,146184241,68,5643
OF3,32,GRFmoderate,10-08,339353105,72,8035
OF3,32,GRFrough,01-02,110209359,103,8828
OF3,32,GRFrough,01-03,85260847,75,6653
OF3,32,GRFrough,01-04,132602737,80,7489
OF3,32,GRFrough,01-05,80260476,86,9123
OF3,32,GRFrough,01-06,106360167,89,7385
OF3,32,GRFrough,01-07,78093628,76,6634
OF3,32,GRFrough,01-08,80632669,116,7343
OF3,32,GRFrough,01-09,68721222,95,7663
OF3,32,GRFrough,01-10,86517806,79,8147
OF3,32,GRFrough,02-04,118876248,103,9140
OF3,32,GRFrough,02-05,71246013,75,6978
OF3,32,GRFrough,02-06,124025104,70,6634
OF3,32,GRFrough,02-08,113247400,66,5934
OF3,32,GRFrough,02-09,85975395,80,5803
OF3,32,GRFrough,02-10,77457379,78,7310
OF3,32,GRFrough,03-02,134008132,118,8704
OF3,32,GRFrough,03-04,119215482,93,8414
OF3,32,GRFrough,03-05,121397383,72,7964
OF3,32,GRFrough,03-06,86152702,76,7200
OF3,32,GRFrough,03-08,103998630,104,8367
OF3,32,GRFrough,03-09,105184065,79,8880
OF3,32,GRFrough,03-10,105385829,78,8068
OF3,32,GRFrough,04-05,141549731,73,6540
OF3,32,GRFrough,04-08,153777188,65,5741
OF3,32,GRFrough,04-10,126286625,84,7034
OF3,32,GRFrough,05-08,79047955,66,5547
OF3,32,GRFrough,05-10,61797082,68,6110
OF3,32,GRFrough,06-04,105417862,74,7894
OF3,32,GRFrough,06-05,114263469,88,8936
OF3,32,GRFrough,06-08,121119844,83,8027
OF3,32,GRFrough,06-09,106646015,91,8807
OF3,32,GRFrough,06-10,95565719,122,8648
OF3,32,GRFrough,07-02,130524503,75,7669
OF3,32,GRFrough,07-03,86157013,96,6659
OF3,32,GRFrough,07-04,151526227,69,7258
OF3,32,GRFrough,07-05,102546336,74,7850
OF3,32,GRFrough,07-06,109255333,109,8365
OF3,32,GRFrough,07-08,71595903,82,8110
OF3,32,GRFrough,07-09,84957080,78,8318
OF3,32,GRFrough,07-10,111755368,81,8477
OF3,32,GRFrough,09-04,141091129,82,7928
OF3,32,GRFrough,09-05,64996708,72,7351
OF3,32,GRFrough,09-08,75451341,76,6256
OF3,32,GRFrough,09-10,78393096,84,7290
OF3,32,GRFrough,10-08,98594103,82,6591
OF3,32,GRFsmooth,01-02,513546339,96,7803
OF3,32,GRFsmooth,01-03,926937802,57,5550
OF3,32,GRFsmooth,01-04,475984987,73,5453
OF3,32,GRFsmooth,01-05,371317160,52,4612
OF3,32,GRFsmooth,01-06,316592345,66,6859
OF3,32,GRFsmooth,01-07,163712709,56,4520
OF3,32,GRFsmooth,01-08,434341293,73,7524
OF3,32,GRFsmooth,01-09,437902607,79,7584
OF3,32,GRFsmooth,01-10,514320287,97,9379
OF3,32,GRFsmooth,02-04,915411394,76,8374
OF3,32,GRFsmooth,02-05,653748297,61,6929
OF3,32,GRFsmooth,02-06,365900848,71,7121
OF3,32,GRFsmooth,02-08,277394070,67,6802
OF3,32,GRFsmooth,02-09,608040090,79,7793
OF3,32,GRFsmooth,02-10,448761802,78,8086
OF3,32,GRFsmooth,03-02,708413217,53,3882
OF3,32,GRFsmooth,03-04,998199831,49,3382
OF3,32,GRFsmooth,03-05,951660294,59,4158
OF3,32,GRFsmooth,03-06,743003639,56,3518
OF3,32,GRFsmooth,03-08,533528727,52,3900
OF3,32,GRFsmooth,03-09,622640049,65,4837
OF3,32,GRFsmooth,03-10,565858843,52,3667
OF3,32,GRFsmooth,04-05,345289703,55,4281
OF3,32,GRFsmooth,04-08,733142930,66,4633
OF3,32,GRFsmooth,04-10,511346908,65,6496
OF3,32,GRFsmooth,05-08,587229823,62,6163
OF3,32,GRFsmooth,05-10,517189823,76,8591
OF3,32,GRFsmooth,06-04,598319956,76,8578
OF3,32,GRFsmooth,06-05,400060215,62,5814
OF3,32,GRFsmooth,06-08,256418092,103,9341
OF3,32,GRFsmooth,06-09,436773264,82,8377
OF3,32,GRFsmooth,06-10,369692906,63,6060
OF3,32,GRFsmooth,07-02,459206126,65,7051
OF3,32,GRFsmooth,07-03,977279031,59,5990
OF3,32,GRFsmooth,07-04,585305900,55,4631
OF3,32,GRFsmooth,07-05,384309607,57,4921
OF3,32,GRFsmooth,07-06,281396618,99,8095
OF3,32,GRFsmooth,07-08,473022334,54,5401
OF3,32,GRFsmooth,07-09,459380552,57,5414
OF3,32,GRFsmooth,07-10,452319464,64,7053
OF3,32,GRFsmooth,09-04,462350614,74,6052
OF3,32,GRFsmooth,09-05,479479079,56,4999
OF3,32,GRFsmooth,09-08,375333574,60,3465
OF3,32,GRFsmooth,09-10,305433992,70,5129
OF3,32,GRFsmooth,10-08,253442710,69,6232
OF3,32,LogGRF,01-02,512558289,76,5435
OF3,32,LogGRF,01-03,964453131,64,6511
OF3,32,LogGRF,01-04,764462503,105,9298
OF3,32,LogGRF,01-05,1402242233,82,7194
OF3,32,LogGRF,01-06,561691716,67,6155
OF3,32,LogGRF,01-07,342264683,142,10320
OF3,32,LogGRF,01-08,669311055,114,7939
OF3,32,LogGRF,01-09,1506886753,62,5277
OF3,32,LogGRF,01-10,1059376060,59,5752
OF3,32,LogGRF,02-04,727391052,71,7343
OF3,32,LogGRF,02-05,1015218136,122,10669
OF3,32,LogGRF,02-06,491964437,67,5265
OF3,32,LogGRF,02-08,347642538,82,9979
OF3,32,LogGRF,02-09,1076182312,57,4756
OF3,32,LogGRF,02-10,692753497,67,7108
OF3,32,LogGRF,03-02,750803570,98,11092
OF3,32,LogGRF,03-04,940658592,98,10068
OF3,32,LogGRF,03-05,928623988,111,8191
OF3,32,LogGRF,03-06,822468585,95,10559
OF3,32,LogGRF,03-08,807667248,85,9221
OF3,32,LogGRF,03-09,994746864,67,6980
OF3,32,LogGRF,03-10,698504047,130,8028
OF3,32,LogGRF,04-05,997116628,133,13030
OF3,32,LogGRF,04-08,624144708,126,9416
OF3,32,LogGRF,04-10,632018989,91,7071
OF3,32,LogGRF,05-08,830374424,83,10125
OF3,32,LogGRF,05-10,594286173,82,7493
OF3,32,LogGRF,06-04,1035001803,74,6718
OF3,32,LogGRF,06-05,1388995035,73,9872
OF3,32,LogGRF,06-08,764683473,67,7931
OF3,32,LogGRF,06-09,1035435291,63,4410
OF3,32,LogGRF,06-10,993220856,76,8285
OF3,32,LogGRF,07-02,580399518,79,7375
OF3,32,LogGRF,07-03,944861314,78,6797
OF3,32,LogGRF,07-04,754698774,93,9789
OF3,32,LogGRF,07-05,1338325098,56,5021
OF3,32,LogGRF,07-06,745787813,58,5359
OF3,32,LogGRF,07-08,652029818,93,7554
OF3,32,LogGRF,07-09,1476650824,62,5479
