Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF4,64,WhiteNoise,01-08,273783728,703,653,50,10875,416
OF4,64,WhiteNoise,01-09,257288816,509,453,56,10055,212
OF4,64,WhiteNoise,01-10,265928936,750,674,76,11217,344
OF4,64,WhiteNoise,02-03,252595459,612,525,87,10506,201
OF4,64,WhiteNoise,02-04,265804029,813,756,57,11062,311
OF4,64,WhiteNoise,02-05,240488406,463,415,48,10288,198
OF4,64,WhiteNoise,02-07,295007283,502,430,72,10485,196
OF4,64,WhiteNoise,02-10,271345977,572,526,46,10543,330
OF4,64,WhiteNoise,03-07,330917801,622,547,75,10867,193
OF4,64,WhiteNoise,03-10,289266463,632,558,74,11063,253
OF4,64,WhiteNoise,04-03,226665859,582,510,72,10051,228
OF4,64,WhiteNoise,04-07,298813368,744,683,61,11142,238
OF4,64,WhiteNoise,04-10,255482346,594,541,53,10379,258
OF4,64,WhiteNoise,05-03,236921903,426,381,45,10778,215
OF4,64,WhiteNoise,05-04,240121533,559,504,55,11051,275
OF4,64,WhiteNoise,05-07,249535614,682,601,81,10753,258
OF4,64,WhiteNoise,05-10,222238326,514,467,47,10305,258
OF4,64,WhiteNoise,06-02,215603487,936,875,61,10488,318
OF4,64,WhiteNoise,06-03,252469265,706,639,67,10700,278
OF4,64,WhiteNoise,06-04,239384260,881,803,78,10899,298
OF4,64,WhiteNoise,06-05,226523492,521,463,58,10382,227
OF4,64,WhiteNoise,06-07,237824801,565,506,59,10807,267
OF4,64,WhiteNoise,06-08,227112065,415,360,55,9926,202
OF4,64,WhiteNoise,06-10,243666637,447,399,48,10123,227
OF4,64,WhiteNoise,07-10,230105990,615,563,52,10529,236
OF4,64,WhiteNoise,08-02,289286758,696,639,57,10671,255
OF4,64,WhiteNoise,08-03,273467343,464,399,65,10235,169
OF4,64,WhiteNoise,08-04,229510337,636,567,69,10364,253
OF4,64,WhiteNoise,08-05,258269825,577,520,57,10949,237
OF4,64,WhiteNoise,08-07,244219840,657,563,94,10714,216
OF4,64,WhiteNoise,08-10,235587716,472,421,51,10463,257
OF4,64,WhiteNoise,09-02,284737068,607,551,56,10421,250
OF4,64,WhiteNoise,09-03,259303153,831,776,55,11167,332
OF4,64,WhiteNoise,09-04,217722066,492,445,47,9957,261
OF4,64,WhiteNoise,09-05,260941497,658,587,71,11032,348
OF4,64,WhiteNoise,09-06,237143069,674,592,82,10381,325
OF4,64,WhiteNoise,09-07,276410438,709,650,59,11199,250
OF4,64,WhiteNoise,09-08,223299765,500,452,48,10325,245
OF4,64,WhiteNoise,09-10,257955295,841,768,73,10600,300
OF4,128,CauchyDensity,01-06,62811621103,5551,4899,652,24133,661
OF4,128,CauchyDensity,01-10,61266645531,6021,5401,620,18053,672
OF4,128,CauchyDensity,02-01,28660975511,4321,3478,843,20279,134
OF4,128,CauchyDensity,02-04,44316490693,2002,1496,506,13338,88
OF4,128,CauchyDensity,02-06,57355990014,1931,1529,402,15564,133
OF4,128,CauchyDensity,02-10,55349635994,4906,4558,348,15380,763
OF4,128,CauchyDensity,03-01,64055352434,4623,4166,457,19661,473
OF4,128,CauchyDensity,03-02,53959348305,878,592,286,10250,34
OF4,128,CauchyDensity,03-04,18163042634,4238,3646,592,23309,252
OF4,128,CauchyDensity,03-06,15033593967,9764,9200,564,40094,1703
OF4,128,CauchyDensity,03-07,15132082060,12219,11106,1113,45880,1577
OF4,128,CauchyDensity,03-08,24352557318,13465,12376,1089,38396,1519
OF4,128,CauchyDensity,03-09,22888454670,4208,3598,610,27008,204
OF4,128,CauchyDensity,03-10,37978782456,5749,5103,646,17974,155
OF4,128,CauchyDensity,04-01,50351630064,3553,2921,632,21572,253
OF4,128,CauchyDensity,04-06,18036550197,6154,5417,737,39410,804
OF4,128,CauchyDensity,04-10,37063830698,4351,3644,707,19001,45
OF4,128,CauchyDensity,05-01,44967711710,9079,8469,610,24064,361
OF4,128,CauchyDensity,05-02,37667718690,5002,4261,741,24114,586
OF4,128,CauchyDensity,05-03,28123481248,9079,8367,712,33566,873
OF4,128,CauchyDensity,05-04,20087344173,3720,3178,542,29908,293
OF4,128,CauchyDensity,05-06,26171559769,2560,2072,488,23405,52
OF4,128,CauchyDensity,05-07,16309766883,3343,2916,427,29712,132
OF4,128,CauchyDensity,05-08,9702329292,5043,4417,626,39098,165
OF4,128,CauchyDensity,05-09,21322948015,2533,2130,403,22843,101
OF4,128,CauchyDensity,05-10,36473670483,3482,3022,460,20861,52
OF4,128,CauchyDensity,07-01,52771800118,9184,8346,838,28527,846
OF4,128,CauchyDensity,07-02,47216765596,2724,2341,383,17775,319
OF4,128,CauchyDensity,07-04,12493486703,7490,6788,702,35509,939
OF4,128,CauchyDensity,07-06,11294687699,2836,2493,343,27453,81
OF4,128,CauchyDensity,07-10,35131081672,4003,3629,374,14111,35
OF4,128,CauchyDensity,08-01,45002347121,7888,7190,698,28801,707
OF4,128,CauchyDensity,08-02,41450015983,5433,4877,556,22568,778
OF4,128,CauchyDensity,08-04,15959881331,9590,8657,933,35376,1468
OF4,128,CauchyDensity,08-06,20988526569,2562,2117,445,25835,78
OF4,128,CauchyDensity,08-07,9871700525,3122,2584,538,27096,218
OF4,128,CauchyDensity,08-10,28500158402,3427,3001,426,21332,44
OF4,128,CauchyDensity,09-01,55300584129,3566,2662,904,25028,160
OF4,128,CauchyDensity,09-02,53461498111,3024,2585,439,21401,313
OF4,128,CauchyDensity,09-04,16427477087,5428,4648,780,32859,498
OF4,128,CauchyDensity,09-06,12234868046,2568,2159,409,25729,70
OF4,128,CauchyDensity,09-07,12183241863,3717,3120,597,22489,104
OF4,128,CauchyDensity,09-08,17149399893,2911,2473,438,29229,77
OF4,128,CauchyDensity,09-10,45091382242,2937,2568,369,11790,36
OF4,128,CauchyDensity,10-06,42650796868,2752,2378,374,9135,37
OF4,128,ClassicImages,01-06,16404759797,4245,3743,502,28082,228
OF4,128,ClassicImages,01-10,17046832322,6329,5312,1017,26873,443
OF4,128,ClassicImages,02-01,11223055906,11118,10011,1107,32427,338
OF4,128,ClassicImages,02-04,5065179556,9721,8897,824,36920,732
OF4,128,ClassicImages,02-06,6197216699,3410,2959,451,30072,101
OF4,128,ClassicImages,02-10,10129292033,10734,10141,593,31137,430
OF4,128,ClassicImages,03-01,11975448898,9505,8361,1144,36400,370
OF4,128,ClassicImages,03-02,9353301615,5793,4738,1055,31331,336
OF4,128,ClassicImages,03-04,7639899523,9074,7966,1108,33841,545
OF4,128,ClassicImages,03-06,10036954573,6971,6096,875,33285,360
OF4,128,ClassicImages,03-07,11734381733,7950,7325,625,30020,567
OF4,128,ClassicImages,03-08,9362466970,10262,9386,876,32412,446
OF4,128,ClassicImages,03-09,18703628011,6498,6014,484,21394,197
OF4,128,ClassicImages,03-10,14759265730,6747,5852,895,29390,270
OF4,128,ClassicImages,04-01,9435550865,9725,8970,755,33430,320
OF4,128,ClassicImages,04-06,9696247620,7722,7189,533,29677,379
OF4,128,ClassicImages,04-10,13382388789,6584,5706,878,28661,285
OF4,128,ClassicImages,05-01,11027574486,4336,3841,495,30301,159
OF4,128,ClassicImages,05-02,5228018954,7085,6608,477,32771,301
OF4,128,ClassicImages,05-03,9237849109,5285,4818,467,28868,352
OF4,128,ClassicImages,05-04,6465306604,12550,11942,608,33995,688
OF4,128,ClassicImages,05-06,8286569645,4205,3511,694,29693,179
OF4,128,ClassicImages,05-07,6076145775,8159,7488,671,35179,815
OF4,128,ClassicImages,05-08,7945862741,9629,8587,1042,34322,398
OF4,128,ClassicImages,05-09,15019611649,3277,2857,420,20143,58
OF4,128,ClassicImages,05-10,12861686671,8571,7948,623,30024,172
OF4,128,ClassicImages,07-01,13610092040,8221,7174,1047,29810,590
OF4,128,ClassicImages,07-02,5835927482,10943,10003,940,36226,881
OF4,128,ClassicImages,07-04,8647734375,8712,7627,1085,37806,440
OF4,128,ClassicImages,07-06,7849507135,4467,3662,805,32476,365
OF4,128,ClassicImages,07-10,11041875769,6628,6072,556,32069,165
OF4,128,ClassicImages,08-01,11048994496,4455,3898,557,29299,203
OF4,128,ClassicImages,08-02,6691314366,8066,7388,678,34474,465
OF4,128,ClassicImages,08-04,6375169135,9341,7994,1347,37535,338
OF4,128,ClassicImages,08-06,8560254120,4238,3700,538,30462,159
OF4,128,ClassicImages,08-07,8705327449,6241,5621,620,30599,220
OF4,128,ClassicImages,08-10,10831355972,9720,9016,704,35870,537
OF4,128,ClassicImages,09-01,20736892942,5294,4632,662,22377,278
OF4,128,ClassicImages,09-02,15443269338,3844,3325,519,20343,60
OF4,128,ClassicImages,09-04,17849878451,10424,9454,970,19521,97
OF4,128,ClassicImages,09-06,12844273013,7895,7148,747,34414,163
OF4,128,ClassicImages,09-07,13795083753,6738,6065,673,25370,136
OF4,128,ClassicImages,09-08,20500218062,5693,5205,488,18743,77
OF4,128,ClassicImages,09-10,20919424492,4650,4062,588,25870,95
OF4,128,ClassicImages,10-06,9838172435,5084,4316,768,33033,214
OF4,128,GRFmoderate,01-06,15707941355,4467,3825,642,28071,323
OF4,128,GRFmoderate,01-10,12106531931,2289,1882,407,27998,83
OF4,128,GRFmoderate,02-01,15090234508,4513,3990,523,31900,169
OF4,128,GRFmoderate,02-04,11459464068,4139,3625,514,28372,256
OF4,128,GRFmoderate,02-06,17281989049,6013,5253,760,24568,80
OF4,128,GRFmoderate,02-10,6444883084,6256,5280,976,33517,456
OF4,128,GRFmoderate,03-01,15754507199,2749,2459,290,26336,295
OF4,128,GRFmoderate,03-02,10864740438,3293,2828,465,26953,92
OF4,128,GRFmoderate,03-04,8216094935,6110,5296,814,35563,405
OF4,128,GRFmoderate,03-06,10768732919,4682,3895,787,28959,180
OF4,128,GRFmoderate,03-07,11755401430,3960,3537,423,30886,513
OF4,128,GRFmoderate,03-08,9994848911,6797,6390,407,32937,772
OF4,128,GRFmoderate,03-09,10177667877,4180,3677,503,35140,298
OF4,128,GRFmoderate,03-10,9998254792,3000,2331,669,28574,98
OF4,128,GRFmoderate,04-01,11732691356,3303,2823,480,28154,129
OF4,128,GRFmoderate,04-06,11384239363,4277,3751,526,23620,110
OF4,128,GRFmoderate,04-10,8300031251,5428,4645,783,29662,342
OF4,128,GRFmoderate,05-01,16257322335,2302,1918,384,23881,92
OF4,128,GRFmoderate,05-02,8870402950,5773,5237,536,26288,154
OF4,128,GRFmoderate,05-03,9309768288,6449,5958,491,32211,492
OF4,128,GRFmoderate,05-04,11190428667,3758,3209,549,26714,156
OF4,128,GRFmoderate,05-06,14397655626,4534,3757,777,27656,151
OF4,128,GRFmoderate,05-07,13065265364,3139,2797,342,27244,167
OF4,128,GRFmoderate,05-08,10494477304,4139,3510,629,34197,280
OF4,128,GRFmoderate,05-09,12029495255,8384,7843,541,34412,684
OF4,128,GRFmoderate,05-10,9179999813,5610,5028,582,31778,240
OF4,128,GRFmoderate,07-01,4517907258,5158,4321,837,34980,246
OF4,128,GRFmoderate,07-02,12143242131,4666,4175,491,32115,154
OF4,128,GRFmoderate,07-04,8584912215,4822,4313,509,30154,376
OF4,128,GRFmoderate,07-06,14053678089,4501,3907,594,25224,223
OF4,128,GRFmoderate,07-10,8664257346,3646,2855,791,30625,137
OF4,128,GRFmoderate,08-01,9720259473,11457,10510,947,33382,788
OF4,128,GRFmoderate,08-02,13348457858,5288,4585,703,32005,311
OF4,128,GRFmoderate,08-04,9350414450,10306,9473,833,28723,686
OF4,128,GRFmoderate,08-06,9155942428,10939,9931,1008,30161,424
OF4,128,GRFmoderate,08-07,8462916973,3815,3304,511,26669,93
OF4,128,GRFmoderate,08-10,11389279030,6807,6217,590,29775,704
OF4,128,GRFmoderate,09-01,11772804955,7312,6460,852,28974,217
OF4,128,GRFmoderate,09-02,15608008594,5877,5138,739,27777,147
OF4,128,GRFmoderate,09-04,11427188943,5487,5026,461,26561,263
OF4,128,GRFmoderate,09-06,7787570697,9101,8080,1021,37073,509
OF4,128,GRFmoderate,09-07,11387155970,3333,2834,499,24899,76
OF4,128,GRFmoderate,09-08,5776808464,13587,12952,635,35743,841
OF4,128,GRFmoderate,09-10,14277384430,7072,6340,732,27845,219
OF4,128,GRFmoderate,10-06,15156007840,3573,3003,570,26246,89
OF4,128,GRFrough,01-06,4006400526,4365,3859,506,34783,215
OF4,128,GRFrough,01-10,5851144524,8007,7479,528,37175,483
OF4,128,GRFrough,02-01,2733295233,8834,8126,708,36974,573
OF4,128,GRFrough,02-04,4695765446,6335,5450,885,37720,416
OF4,128,GRFrough,02-06,3947954366,4510,3942,568,33282,298
OF4,128,GRFrough,02-10,5914392642,9880,9254,626,35706,431
OF4,128,GRFrough,03-01,4239595982,5727,5233,494,34953,224
OF4,128,GRFrough,03-02,4212777891,2852,2436,416,33367,183
OF4,128,GRFrough,03-04,2292351642,7204,6563,641,37953,728
OF4,128,GRFrough,03-06,2623585589,5847,5296,551,35685,302
OF4,128,GRFrough,03-07,2111139159,5601,5111,490,36727,274
OF4,128,GRFrough,03-08,4320480651,5311,4696,615,32989,527
OF4,128,GRFrough,03-09,3169445415,6129,5502,627,34434,380
OF4,128,GRFrough,03-10,3708293359,5598,5133,465,34058,570
OF4,128,GRFrough,04-01,4578397646,4812,4163,649,36397,244
OF4,128,GRFrough,04-06,3457911092,9964,9411,553,38300,1316
OF4,128,GRFrough,04-10,3745323714,6238,5512,726,34458,300
OF4,128,GRFrough,05-01,4252509529,4796,4317,479,36613,485
OF4,128,GRFrough,05-02,4289566121,6174,5647,527,38257,263
OF4,128,GRFrough,05-03,2058457182,5489,5015,474,37268,369
OF4,128,GRFrough,05-04,2605285327,5070,4414,656,36252,255
OF4,128,GRFrough,05-06,3084023297,8511,7818,693,36852,532
OF4,128,GRFrough,05-07,2385587845,5261,4797,464,37349,435
OF4,128,GRFrough,05-08,4743267150,16560,15932,628,31435,339
OF4,128,GRFrough,05-09,3603202103,5789,5275,514,35515,294
OF4,128,GRFrough,05-10,4065635529,4492,3984,508,33759,182
OF4,128,GRFrough,07-01,4810711086,3828,3393,435,32613,156
OF4,128,GRFrough,07-02,5052394307,4073,3519,554,32779,369
OF4,128,GRFrough,07-04,2883326447,9237,8666,571,36121,773
OF4,128,GRFrough,07-06,2781273468,5874,5430,444,34532,652
OF4,128,GRFrough,07-10,4279469942,11533,10702,831,36825,541
OF4,128,GRFrough,08-01,4055757825,8019,7053,966,34827,333
OF4,128,GRFrough,08-02,3671009549,7233,6521,712,37541,350
OF4,128,GRFrough,08-04,5407548490,6814,5919,895,29759,341
OF4,128,GRFrough,08-06,3709484648,15951,15030,921,38105,1273
OF4,128,GRFrough,08-07,3829515829,8610,8159,451,34455,563
OF4,128,GRFrough,08-10,6172844491,10179,9447,732,34147,682
OF4,128,GRFrough,09-01,3178191280,10080,9381,699,38620,570
OF4,128,GRFrough,09-02,3215516004,8103,7314,789,34996,270
OF4,128,GRFrough,09-04,4206128713,5978,5566,412,33289,420
OF4,128,GRFrough,09-06,2733135578,6101,5582,519,36022,386
OF4,128,GRFrough,09-07,3638346128,4127,3725,402,34878,316
OF4,128,GRFrough,09-08,3566725407,5687,5006,681,35808,263
OF4,128,GRFrough,09-10,3859846788,8063,7389,674,36170,408
OF4,128,GRFrough,10-06,3877896938,8585,7619,966,35361,289
OF4,128,GRFsmooth,01-06,51774422924,3136,2723,413,11859,44
OF4,128,GRFsmooth,01-10,30247428389,4267,3428,839,22023,58
OF4,128,GRFsmooth,02-01,31967957533,4247,3607,640,26229,180
OF4,128,GRFsmooth,02-04,16869670813,7658,6484,1174,41249,602
OF4,128,GRFsmooth,02-06,29614150623,8952,8384,568,22137,232
OF4,128,GRFsmooth,02-10,9413518522,7873,7073,800,36117,490
OF4,128,GRFsmooth,03-01,35607228352,3307,2860,447,19853,68
OF4,128,GRFsmooth,03-02,23936783060,2508,1913,595,24679,160
OF4,128,GRFsmooth,03-04,36055559264,1845,1338,507,14555,80
OF4,128,GRFsmooth,03-06,20677827340,2943,2522,421,22163,146
OF4,128,GRFsmooth,03-07,26103491136,1653,1386,267,19924,57
OF4,128,GRFsmooth,03-08,18334004309,5797,5095,702,33374,421
OF4,128,GRFsmooth,03-09,21222225538,3762,3180,582,29488,206
OF4,128,GRFsmooth,03-10,25992770880,2795,2222,573,22628,64
OF4,128,GRFsmooth,04-01,34617033564,5154,3983,1171,29097,94
OF4,128,GRFsmooth,04-06,24155230587,5619,4844,775,33592,161
OF4,128,GRFsmooth,04-10,18073050738,7610,6860,750,30874,511
OF4,128,GRFsmooth,05-01,28470885396,2948,2579,369,15832,35
OF4,128,GRFsmooth,05-02,17847492366,6891,6337,554,35773,658
OF4,128,GRFsmooth,05-03,12529109083,3081,2761,320,28749,293
OF4,128,GRFsmooth,05-04,27454981313,1983,1569,414,20909,127
OF4,128,GRFsmooth,05-06,24605588530,4410,3741,669,19942,215
OF4,128,GRFsmooth,05-07,17926242280,3220,2860,360,29018,252
OF4,128,GRFsmooth,05-08,13084271895,3561,3075,486,30494,103
OF4,128,GRFsmooth,05-09,20724453393,5616,4908,708,31133,313
OF4,128,GRFsmooth,05-10,17684158210,4137,3396,741,30132,312
OF4,128,GRFsmooth,07-01,33796588844,4386,3657,729,21780,76
OF4,128,GRFsmooth,07-02,13790254742,6353,5682,671,28398,306
OF4,128,GRFsmooth,07-04,13756639931,5511,4940,571,30270,356
OF4,128,GRFsmooth,07-06,21574578174,4506,3789,717,23261,205
OF4,128,GRFsmooth,07-10,16008893881,8318,6947,1371,27966,378
OF4,128,GRFsmooth,08-01,22499035346,3945,3135,810,24083,140
OF4,128,GRFsmooth,08-02,17246414727,7640,6594,1046,28961,228
OF4,128,GRFsmooth,08-04,21799123830,2731,2281,450,27521,138
OF4,128,GRFsmooth,08-06,33524250617,3450,3081,369,14689,38
OF4,128,GRFsmooth,08-07,18864142377,2799,2318,481,22764,91
OF4,128,GRFsmooth,08-10,15495280746,14525,13808,717,32415,1503
OF4,128,GRFsmooth,09-01,33118107166,3623,3099,524,24075,304
OF4,128,GRFsmooth,09-02,19620724566,4212,3675,537,28128,302
OF4,128,GRFsmooth,09-04,28575325600,2729,2236,493,21182,133
OF4,128,GRFsmooth,09-06,35609267550,5048,4442,606,21068,516
OF4,128,GRFsmooth,09-07,24921524589,4716,4265,451,26825,553
OF4,128,GRFsmooth,09-08,16365547995,5235,4672,563,30162,588
OF4,128,GRFsmooth,09-10,16499009197,5140,4426,714,24785,340
OF4,128,GRFsmooth,10-06,32115787299,3791,2998,793,20143,125
OF4,128,LogGRF,01-06,22725796762,9014,8162,852,27583,542
OF4,128,LogGRF,01-10,51024523073,5480,4956,524,20201,322
OF4,128,LogGRF,02-01,49579110861,4246,3654,592,20513,129
OF4,128,LogGRF,02-04,77355470841,1209,942,267,11601,119
OF4,128,LogGRF,02-06,61790258512,3353,2872,481,15871,119
OF4,128,LogGRF,02-10,89744026283,3235,2755,480,8798,51
OF4,128,LogGRF,03-01,30040288139,3878,3426,452,25141,270
OF4,128,LogGRF,03-02,72061178203,6722,6244,478,17201,134
OF4,128,LogGRF,03-04,47080606536,5579,5010,569,20597,317
OF4,128,LogGRF,03-06,26100500671,2740,2189,551,26995,151
OF4,128,LogGRF,03-07,54437191599,4064,3590,474,15759,351
OF4,128,LogGRF,03-08,44616386558,4728,4235,493,20501,217
OF4,128,LogGRF,03-09,51294917839,6420,5769,651,27177,412
OF4,128,LogGRF,03-10,59701544356,1073,795,278,14064,52
OF4,128,LogGRF,04-01,56815577011,2366,1893,473,14913,89
OF4,128,LogGRF,04-06,51858014975,3763,3130,633,22351,185
OF4,128,LogGRF,04-10,83342260614,1783,1343,440,16397,59
OF4,128,LogGRF,05-01,35348800482,3915,3379,536,23783,421
OF4,128,LogGRF,05-02,64822178140,2348,1897,451,25941,88
OF4,128,LogGRF,05-03,21261574097,6419,5813,606,22179,216
OF4,128,LogGRF,05-04,42270197308,2577,2160,417,17697,140
OF4,128,LogGRF,05-06,37053087768,7620,6836,784,26357,888
OF4,128,LogGRF,05-07,43393000793,7139,6605,534,19571,286
OF4,128,LogGRF,05-08,34231078897,4508,3962,546,27666,317
OF4,128,LogGRF,05-09,56541832597,1498,1116,382,14597,81
OF4,128,LogGRF,05-10,69487613839,3062,2607,455,17662,297
OF4,128,LogGRF,07-01,36892637459,6300,5250,1050,24061,138
OF4,128,LogGRF,07-02,45113876892,2968,2447,521,19177,177
OF4,128,LogGRF,07-04,33503246803,3064,2370,694,24677,180
OF4,128,LogGRF,07-06,50340753406,2972,2541,431,13316,46
OF4,128,LogGRF,07-10,78302323462,2809,2365,444,13313,45
OF4,128,LogGRF,08-01,21713479386,3460,2947,513,24182,172
OF4,128,LogGRF,08-02,37044643235,5993,5203,790,32065,841
OF4,128,LogGRF,08-04,56324343834,2111,1561,550,13788,80
OF4,128,LogGRF,08-06,39076211212,3215,2806,409,18003,197
OF4,128,LogGRF,08-07,27326287463,4108,3448,660,20849,334
OF4,128,LogGRF,08-10,70383053877,3013,2383,630,13615,186
OF4,128,LogGRF,09-01,31436512871,4834,4205,629,26400,420
OF4,128,LogGRF,09-02,28466944772,5156,4564,592,24670,207
OF4,128,LogGRF,09-04,69350496022,1788,1352,436,12671,90
OF4,128,LogGRF,09-06,34977401101,6705,6124,581,27120,170
OF4,128,LogGRF,09-07,36681167192,2055,1664,391,20430,118
OF4,128,LogGRF,09-08,26827590438,5929,5356,573,25242,387
OF4,128,LogGRF,09-10,62771651606,3310,2842,468,13209,100
OF4,128,LogGRF,10-06,37142740972,3445,2870,575,28218,259
OF4,128,LogitGRF,01-06,14599264172,5658,4572,1086,29487,208
OF4,128,LogitGRF,01-10,23318381385,7320,6360,960,28360,519
OF4,128,LogitGRF,02-01,24675674023,5348,4699,649,27891,404
OF4,128,LogitGRF,02-04,16971878588,6431,5850,581,29854,739
OF4,128,LogitGRF,02-06,21327624095,7272,6158,1114,27628,442
OF4,128,LogitGRF,02-10,19119702992,14408,13455,953,30448,1427
OF4,128,LogitGRF,03-01,13576299652,8471,7960,511,35130,1269
OF4,128,LogitGRF,03-02,18245887621,3983,3473,510,30459,370
OF4,128,LogitGRF,03-04,14236083369,7135,6192,943,29717,443
OF4,128,LogitGRF,03-06,11725377381,12409,11557,852,39963,1924
OF4,128,LogitGRF,03-07,15094701044,6666,6134,532,29758,271
OF4,128,LogitGRF,03-08,23236973958,5775,5187,588,21079,187
OF4,128,LogitGRF,03-09,17989507000,5320,4571,749,32144,343
OF4,128,LogitGRF,03-10,14230037389,6232,5404,828,27475,330
OF4,128,LogitGRF,04-01,16882054881,7805,6934,871,33060,518
OF4,128,LogitGRF,04-06,15114132250,12078,11332,746,31937,1022
OF4,128,LogitGRF,04-10,17649381873,7650,6612,1038,33901,360
OF4,128,LogitGRF,05-01,11516044922,6606,5814,792,30846,509
OF4,128,LogitGRF,05-02,17178376287,8831,8061,770,38512,623
OF4,128,LogitGRF,05-03,12802960935,5365,4515,850,29349,196
OF4,128,LogitGRF,05-04,16110190425,11195,10695,500,25882,330
OF4,128,LogitGRF,05-06,14855507386,7057,6153,904,25407,226
OF4,128,LogitGRF,05-07,24323967739,8184,7413,771,26477,759
OF4,128,LogitGRF,05-08,31770646896,3726,3305,421,20250,158
OF4,128,LogitGRF,05-09,21428532601,4256,3651,605,29605,209
OF4,128,LogitGRF,05-10,22579392334,8067,7417,650,27482,934
OF4,128,LogitGRF,07-01,22601561613,6012,5476,536,24429,225
OF4,128,LogitGRF,07-02,23600865671,7909,7346,563,26470,468
OF4,128,LogitGRF,07-04,18502419344,6714,5549,1165,26736,349
OF4,128,LogitGRF,07-06,18983139811,15891,14841,1050,31172,1162
OF4,128,LogitGRF,07-10,11527692434,8862,7873,989,33199,698
OF4,128,LogitGRF,08-01,29453674526,13068,12338,730,25705,441
OF4,128,LogitGRF,08-02,19781197224,4081,3533,548,28103,143
OF4,128,LogitGRF,08-04,20198857376,5664,5157,507,24082,375
OF4,128,LogitGRF,08-06,24744168704,4629,3933,696,23178,175
OF4,128,LogitGRF,08-07,16950801643,6399,5545,854,29041,298
OF4,128,LogitGRF,08-10,16042537120,15515,14828,687,35587,2272
OF4,128,LogitGRF,09-01,18972482115,8143,7369,774,39038,678
OF4,128,LogitGRF,09-02,30502933738,3544,3079,465,22062,417
OF4,128,LogitGRF,09-04,18078261505,6081,5472,609,30967,600
OF4,128,LogitGRF,09-06,18482142063,6104,5256,848,32007,431
OF4,128,LogitGRF,09-07,20484884928,3893,3317,576,26510,224
OF4,128,LogitGRF,09-08,20216781510,5626,5073,553,31102,579
OF4,128,LogitGRF,09-10,18056697772,7152,6602,550,31270,995
OF4,128,LogitGRF,10-06,15531773787,7700,6910,790,27874,546
OF4,128,MicroscopyImages,01-06,29151387102,2794,1994,800,14526,304
OF4,128,MicroscopyImages,01-10,26632514547,4099,3476,623,15701,546
OF4,128,MicroscopyImages,02-01,8333137169,7738,7095,643,24184,1134
OF4,128,MicroscopyImages,02-04,17573556005,10235,8782,1453,25340,337
OF4,128,MicroscopyImages,02-06,29230345499,3639,2308,1331,19034,195
OF4,128,MicroscopyImages,02-10,20307025840,7218,6136,1082,23789,635
OF4,128,MicroscopyImages,03-01,20551894144,3292,2418,874,14511,648
OF4,128,MicroscopyImages,03-02,20697324141,5169,4523,646,22373,850
OF4,128,MicroscopyImages,03-04,5163618472,5092,4564,528,27208,687
OF4,128,MicroscopyImages,03-06,30869980841,3214,2568,646,18457,427
OF4,128,MicroscopyImages,03-07,39526388234,2830,2019,811,9729,301
OF4,128,MicroscopyImages,03-08,37507612182,5356,4454,902,14518,292
OF4,128,MicroscopyImages,03-09,38838847479,1336,957,379,8039,227
OF4,128,MicroscopyImages,03-10,31544229044,5151,4338,813,18868,316
OF4,128,MicroscopyImages,04-01,17072859903,4180,3386,794,19753,318
OF4,128,MicroscopyImages,04-06,27397375206,7603,6129,1474,25293,569
OF4,128,MicroscopyImages,04-10,30506670645,5372,4631,741,17898,172
OF4,128,MicroscopyImages,05-01,34388132893,2621,1987,634,13234,672
OF4,128,MicroscopyImages,05-02,34120952587,3608,2737,871,14965,255
OF4,128,MicroscopyImages,05-03,34745385873,4098,3521,577,13306,770
OF4,128,MicroscopyImages,05-04,31832438409,5291,4439,852,17730,331
OF4,128,MicroscopyImages,05-06,7647903479,4659,3465,1194,21310,345
OF4,128,MicroscopyImages,05-07,38725118174,1685,1285,400,8068,214
OF4,128,MicroscopyImages,05-08,36875817970,3095,2590,505,12912,298
OF4,128,MicroscopyImages,05-09,51493316122,2110,1462,648,6212,233
OF4,128,MicroscopyImages,05-10,39801777454,3059,2346,713,13021,333
OF4,128,MicroscopyImages,07-01,39575482195,2633,1814,819,7347,108
OF4,128,MicroscopyImages,07-02,35994555665,6812,5922,890,17520,886
OF4,128,MicroscopyImages,07-04,38503124326,5790,5095,695,16982,749
OF4,128,MicroscopyImages,07-06,33459139462,3461,2367,1094,15551,257
OF4,128,MicroscopyImages,07-10,40159926594,3865,2392,1473,10040,244
OF4,128,MicroscopyImages,08-01,37633163346,1953,1377,576,11377,107
OF4,128,MicroscopyImages,08-02,34152221939,6363,5541,822,19922,508
OF4,128,MicroscopyImages,08-04,36475673107,7086,6399,687,17764,249
OF4,128,MicroscopyImages,08-06,31038718278,4146,3631,515,19788,228
OF4,128,MicroscopyImages,08-07,6064910546,4264,3615,649,20390,647
OF4,128,MicroscopyImages,08-10,38067282718,3800,3054,746,14981,554
OF4,128,MicroscopyImages,09-01,35640331255,2201,1774,427,8905,554
OF4,128,MicroscopyImages,09-02,29874827302,2592,2060,532,14261,446
OF4,128,MicroscopyImages,09-04,38159213774,4991,4302,689,10721,272
OF4,128,MicroscopyImages,09-06,47402254918,3272,2756,516,15203,771
