Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF3,256,WhiteNoise,02-05,5514504061,751699,30,2957175,10954
OF3,256,WhiteNoise,02-06,5383558435,682990,27,2874215,10997
OF3,256,WhiteNoise,02-07,6208756509,638600,30,2664438,8385
OF3,256,WhiteNoise,02-08,6229866801,1260399,27,3756340,14971
OF3,256,WhiteNoise,02-09,5212273568,898369,28,3453178,10640
OF3,256,WhiteNoise,02-10,6461315372,768457,30,2909591,11332
OF3,256,WhiteNoise,03-04,6681509291,1048763,28,3984526,12953
OF3,256,WhiteNoise,03-06,5948475408,406967,27,2552669,9089
OF3,256,WhiteNoise,03-08,6579210232,1282740,33,3854943,13751
OF3,256,WhiteNoise,03-09,6220139913,433241,28,2470781,7372
OF3,256,WhiteNoise,04-08,5564914077,1130016,30,3761920,13740
OF3,256,WhiteNoise,05-01,6169619637,476201,29,2412143,10668
OF3,256,WhiteNoise,05-03,6338569394,1058042,28,3556978,15138
OF3,256,WhiteNoise,05-04,5680823449,558316,29,2905254,6731
OF3,256,WhiteNoise,05-06,5250166854,1216880,31,3557031,15031
OF3,256,WhiteNoise,05-08,5997005920,1756556,27,5002428,17399
OF3,256,WhiteNoise,05-09,5658234831,364716,30,2459397,5788
OF3,256,WhiteNoise,05-10,5980596079,524638,27,2571421,7806
OF3,256,WhiteNoise,06-04,5408824041,700395,29,3037931,10325
OF3,256,WhiteNoise,06-08,5802835336,1250223,28,4074160,15252
OF3,256,WhiteNoise,07-01,5313220081,1075224,29,3459081,13795
OF3,256,WhiteNoise,07-03,6241815396,995029,29,3528102,15136
OF3,256,WhiteNoise,07-04,7189479495,807129,29,3209979,12261
OF3,256,WhiteNoise,07-05,6904744174,838681,31,3174768,10987
OF3,256,WhiteNoise,07-06,6298602874,1291090,28,3703451,15761
OF3,256,WhiteNoise,07-08,6356959478,1258421,27,3966119,15975
OF3,256,WhiteNoise,07-09,5857325929,493560,29,2501308,7228
OF3,256,WhiteNoise,07-10,6153119581,1179799,29,3728506,14794
OF3,256,WhiteNoise,09-04,6047926520,593998,32,2947302,10381
OF3,256,WhiteNoise,09-06,5300914969,1398140,29,3867454,16766
OF3,256,WhiteNoise,09-08,5766671095,1241631,28,3996454,16470
OF3,256,WhiteNoise,10-01,5301574432,422230,31,2667427,5469
OF3,256,WhiteNoise,10-03,6661210409,874385,30,3511827,12371
OF3,256,WhiteNoise,10-04,5903307770,660870,27,2965324,9489
OF3,256,WhiteNoise,10-06,5493948443,947412,29,3234059,12453
OF3,256,WhiteNoise,10-08,5624524069,1709338,27,4726518,18047
OF3,256,WhiteNoise,10-09,5677541098,490686,30,2735212,9388
OF4,32,CauchyDensity,01-02,321489865,79,0,8725,111
OF4,32,CauchyDensity,01-03,512203097,112,0,9618,176
OF4,32,CauchyDensity,01-04,347504479,80,0,7702,108
OF4,32,CauchyDensity,01-05,1258442379,50,0,3997,61
OF4,32,CauchyDensity,01-06,1023744924,99,0,8976,139
OF4,32,CauchyDensity,01-07,568664558,98,0,9993,159
OF4,32,CauchyDensity,01-08,552298381,91,0,7400,143
OF4,32,CauchyDensity,01-09,480280523,131,0,8234,271
OF4,32,CauchyDensity,01-10,1034065916,89,0,8317,122
OF4,32,CauchyDensity,02-04,294736545,75,0,8645,106
OF4,32,CauchyDensity,02-05,1201666264,35,0,2563,41
OF4,32,CauchyDensity,02-06,977611968,84,0,5575,155
OF4,32,CauchyDensity,02-08,427228089,111,0,7716,175
OF4,32,CauchyDensity,02-09,410093157,173,0,11444,452
OF4,32,CauchyDensity,02-10,976917245,97,0,5303,166
OF4,32,CauchyDensity,03-02,425889265,66,0,4957,96
OF4,32,CauchyDensity,03-04,308608180,82,0,7162,127
OF4,32,CauchyDensity,03-05,776862442,57,0,4684,56
OF4,32,CauchyDensity,03-06,593196857,94,0,7036,138
OF4,32,CauchyDensity,03-08,277032099,130,0,10244,237
OF4,32,CauchyDensity,03-09,519360959,75,0,7971,95
OF4,32,CauchyDensity,03-10,570932834,111,0,7602,163
OF4,32,CauchyDensity,04-05,1030878241,40,0,2669,42
OF4,32,CauchyDensity,04-08,213019288,115,0,9830,138
OF4,32,CauchyDensity,04-10,762367893,85,0,7278,95
OF4,32,CauchyDensity,05-08,917034188,70,0,5279,67
OF4,32,CauchyDensity,05-10,414273887,80,0,9902,92
OF4,32,CauchyDensity,06-04,734615040,117,0,8582,173
OF4,32,CauchyDensity,06-05,488239119,96,0,9725,142
OF4,32,CauchyDensity,06-08,608444968,88,0,7500,101
OF4,32,CauchyDensity,06-09,739321725,130,0,12573,211
OF4,32,CauchyDensity,06-10,124429025,96,0,11861,122
OF4,32,CauchyDensity,07-02,459757100,76,0,7012,108
OF4,32,CauchyDensity,07-03,306116474,126,0,11055,249
OF4,32,CauchyDensity,07-04,285201368,78,0,9641,88
OF4,32,CauchyDensity,07-05,997122001,56,0,4083,58
OF4,32,CauchyDensity,07-06,688177088,77,0,6026,71
OF4,32,CauchyDensity,07-08,190794105,90,0,11120,92
OF4,32,CauchyDensity,07-09,571615641,53,0,5942,74
OF4,32,CauchyDensity,07-10,727869625,69,0,5881,60
OF4,32,CauchyDensity,09-04,299641773,68,0,8752,83
OF4,32,CauchyDensity,09-05,1011996870,66,0,4901,67
OF4,32,CauchyDensity,09-08,387511707,66,0,8174,82
OF4,32,CauchyDensity,09-10,742744494,116,0,11279,125
OF4,32,CauchyDensity,10-08,647781812,85,0,7755,84
OF4,32,ClassicImages,01-02,175136546,144,0,13280,253
OF4,32,ClassicImages,01-03,186672774,134,0,12562,273
OF4,32,ClassicImages,01-04,147218338,131,0,12368,248
OF4,32,ClassicImages,01-05,171932988,113,0,12827,151
OF4,32,ClassicImages,01-06,256060007,100,0,11118,126
OF4,32,ClassicImages,01-07,212296496,117,0,13038,151
OF4,32,ClassicImages,01-08,172277840,140,0,13894,269
OF4,32,ClassicImages,01-09,323948476,101,0,9916,103
OF4,32,ClassicImages,01-10,265556823,140,0,11563,253
OF4,32,ClassicImages,02-04,78927230,117,0,12876,200
OF4,32,ClassicImages,02-05,81520556,107,0,12552,166
OF4,32,ClassicImages,02-06,96540973,109,0,13058,159
OF4,32,ClassicImages,02-08,104257658,123,0,12640,182
OF4,32,ClassicImages,02-09,241243935,98,0,9972,91
OF4,32,ClassicImages,02-10,157826359,145,0,13218,253
OF4,32,ClassicImages,03-02,145978024,156,0,12547,248
OF4,32,ClassicImages,03-04,119229003,117,0,12176,183
OF4,32,ClassicImages,03-05,143968017,123,0,10864,185
OF4,32,ClassicImages,03-06,156546478,102,0,11238,136
OF4,32,ClassicImages,03-08,145922588,118,0,11616,181
OF4,32,ClassicImages,03-09,292090242,113,0,9384,146
OF4,32,ClassicImages,03-10,230250467,128,0,12335,191
OF4,32,ClassicImages,04-05,100871111,133,0,11783,285
OF4,32,ClassicImages,04-08,99348089,129,0,14113,207
OF4,32,ClassicImages,04-10,208639648,99,0,10097,139
OF4,32,ClassicImages,05-08,123897082,131,0,12867,224
OF4,32,ClassicImages,05-10,200578882,137,0,11534,235
OF4,32,ClassicImages,06-04,151362348,106,0,12188,122
OF4,32,ClassicImages,06-05,129306532,106,0,11809,174
OF4,32,ClassicImages,06-08,133507218,113,0,10566,151
OF4,32,ClassicImages,06-09,200666416,127,0,12213,152
OF4,32,ClassicImages,06-10,153205574,119,0,12903,159
OF4,32,ClassicImages,07-02,90998592,99,0,11537,138
OF4,32,ClassicImages,07-03,183276518,105,0,11139,166
OF4,32,ClassicImages,07-04,134777027,145,0,12134,293
OF4,32,ClassicImages,07-05,94405435,114,0,13061,187
OF4,32,ClassicImages,07-06,122488555,108,0,13100,148
OF4,32,ClassicImages,07-08,135702477,123,0,12909,150
OF4,32,ClassicImages,07-09,215404372,110,0,10216,146
OF4,32,ClassicImages,07-10,172017592,131,0,12813,177
OF4,32,ClassicImages,09-04,278781308,95,0,8650,92
OF4,32,ClassicImages,09-05,234647634,98,0,8829,92
OF4,32,ClassicImages,09-08,320270252,94,0,9231,82
OF4,32,ClassicImages,09-10,326698754,122,0,11011,136
OF4,32,ClassicImages,10-08,168664764,134,0,13340,237
OF4,32,GRFmoderate,01-02,163208118,109,0,12076,171
OF4,32,GRFmoderate,01-03,216149945,117,0,12197,103
OF4,32,GRFmoderate,01-04,378220494,71,0,8639,93
OF4,32,GRFmoderate,01-05,194054969,89,0,10980,138
OF4,32,GRFmoderate,01-06,280458481,99,0,10173,171
OF4,32,GRFmoderate,01-07,136609899,110,0,11677,219
OF4,32,GRFmoderate,01-08,298191710,104,0,8883,121
OF4,32,GRFmoderate,01-09,121174256,100,0,11436,148
OF4,32,GRFmoderate,01-10,97426319,128,0,13203,236
OF4,32,GRFmoderate,02-04,302805461,83,0,8668,107
OF4,32,GRFmoderate,02-05,129557325,131,0,12749,248
OF4,32,GRFmoderate,02-06,228961843,121,0,10762,203
OF4,32,GRFmoderate,02-08,316351701,97,0,8941,100
OF4,32,GRFmoderate,02-09,138858032,120,0,12421,196
OF4,32,GRFmoderate,02-10,160871607,96,0,11392,118
OF4,32,GRFmoderate,03-02,251258226,110,0,10093,117
OF4,32,GRFmoderate,03-04,246619877,103,0,11385,164
OF4,32,GRFmoderate,03-05,188274585,117,0,11461,153
OF4,32,GRFmoderate,03-06,222099009,145,0,10878,328
OF4,32,GRFmoderate,03-08,143702955,156,0,11914,349
OF4,32,GRFmoderate,03-09,163958814,122,0,12350,181
OF4,32,GRFmoderate,03-10,182240540,115,0,11681,153
OF4,32,GRFmoderate,04-05,222816257,95,0,11040,125
OF4,32,GRFmoderate,04-08,286234441,93,0,11101,112
OF4,32,GRFmoderate,04-10,349525262,88,0,9564,131
OF4,32,GRFmoderate,05-08,243804717,99,0,9774,112
OF4,32,GRFmoderate,05-10,162733661,92,0,11456,127
OF4,32,GRFmoderate,06-04,212865947,113,0,11417,192
OF4,32,GRFmoderate,06-05,146212355,113,0,11629,211
OF4,32,GRFmoderate,06-08,248316136,111,0,10326,165
OF4,32,GRFmoderate,06-09,234226505,92,0,10787,135
OF4,32,GRFmoderate,06-10,241051082,110,0,11353,187
OF4,32,GRFmoderate,07-02,159139370,123,0,12112,165
OF4,32,GRFmoderate,07-03,195809943,169,0,13083,284
OF4,32,GRFmoderate,07-04,323433174,76,0,9146,94
OF4,32,GRFmoderate,07-05,136237137,101,0,11581,176
OF4,32,GRFmoderate,07-06,216019431,105,0,11294,155
OF4,32,GRFmoderate,07-08,251639376,101,0,10316,122
OF4,32,GRFmoderate,07-09,80631295,111,0,12734,190
OF4,32,GRFmoderate,07-10,103671748,123,0,13367,221
OF4,32,GRFmoderate,09-04,334959759,72,0,9151,80
OF4,32,GRFmoderate,09-05,145206843,86,0,10211,149
OF4,32,GRFmoderate,09-08,230409299,101,0,9582,109
OF4,32,GRFmoderate,09-10,110656143,140,0,12837,239
OF4,32,GRFmoderate,10-08,277112424,99,0,10673,112
OF4,32,GRFrough,01-02,82755295,142,0,14079,243
OF4,32,GRFrough,01-03,68529893,130,0,13777,202
OF4,32,GRFrough,01-04,86598474,117,0,12542,192
OF4,32,GRFrough,01-05,64357150,126,0,14611,173
OF4,32,GRFrough,01-06,79023535,130,0,14061,189
OF4,32,GRFrough,01-07,59366037,109,0,11608,230
OF4,32,GRFrough,01-08,63027140,104,0,12249,163
OF4,32,GRFrough,01-09,51450813,125,0,12482,189
OF4,32,GRFrough,01-10,63910227,114,0,14099,166
OF4,32,GRFrough,02-04,94234009,138,0,13502,196
OF4,32,GRFrough,02-05,54473225,125,0,14535,226
OF4,32,GRFrough,02-06,93155352,137,0,14307,214
OF4,32,GRFrough,02-08,73899293,109,0,13154,208
OF4,32,GRFrough,02-09,63391327,118,0,14513,173
OF4,32,GRFrough,02-10,63473184,125,0,12833,231
OF4,32,GRFrough,03-02,92363528,121,0,12343,227
OF4,32,GRFrough,03-04,87059243,102,0,12414,160
OF4,32,GRFrough,03-05,78985073,122,0,12650,182
OF4,32,GRFrough,03-06,63454204,126,0,13636,190
OF4,32,GRFrough,03-08,72679958,135,0,13062,283
OF4,32,GRFrough,03-09,83651913,110,0,12157,142
OF4,32,GRFrough,03-10,67447821,132,0,13968,262
OF4,32,GRFrough,04-05,108042579,125,0,12502,147
OF4,32,GRFrough,04-08,100488307,118,0,12207,180
OF4,32,GRFrough,04-10,95929252,128,0,13177,177
OF4,32,GRFrough,05-08,57286518,135,0,15784,243
OF4,32,GRFrough,05-10,45631244,119,0,13193,190
OF4,32,GRFrough,06-04,81948086,122,0,14128,195
OF4,32,GRFrough,06-05,90544911,101,0,11384,120
OF4,32,GRFrough,06-08,93414762,119,0,13872,171
OF4,32,GRFrough,06-09,86969236,130,0,12577,208
OF4,32,GRFrough,06-10,70230252,133,0,14166,197
OF4,32,GRFrough,07-02,92144163,112,0,13116,179
OF4,32,GRFrough,07-03,59842450,129,0,14524,191
OF4,32,GRFrough,07-04,93254611,110,0,13075,157
OF4,32,GRFrough,07-05,69337040,112,0,13523,162
OF4,32,GRFrough,07-06,85680991,115,0,11173,206
OF4,32,GRFrough,07-08,53458265,113,0,13919,166
OF4,32,GRFrough,07-09,58108096,147,0,15004,280
OF4,32,GRFrough,07-10,78544581,104,0,14023,166
OF4,32,GRFrough,09-04,101930098,120,0,11758,172
OF4,32,GRFrough,09-05,48732085,110,0,12551,197
OF4,32,GRFrough,09-08,58231240,112,0,13006,193
OF4,32,GRFrough,09-10,56859618,100,0,12481,148
OF4,32,GRFrough,10-08,72471136,123,0,14192,213
OF4,32,GRFsmooth,01-02,377233768,117,0,9463,172
OF4,32,GRFsmooth,01-03,594757081,103,0,8838,133
OF4,32,GRFsmooth,01-04,338655740,93,0,9767,114
OF4,32,GRFsmooth,01-05,266428963,114,0,10885,214
OF4,32,GRFsmooth,01-06,241598192,125,0,10759,179
OF4,32,GRFsmooth,01-07,129291843,131,0,11883,233
OF4,32,GRFsmooth,01-08,357637007,82,0,7498,95
OF4,32,GRFsmooth,01-09,272161103,139,0,12184,288
OF4,32,GRFsmooth,01-10,430322351,114,0,8735,211
OF4,32,GRFsmooth,02-04,607469959,92,0,8528,89
OF4,32,GRFsmooth,02-05,442283221,100,0,9184,97
OF4,32,GRFsmooth,02-06,249539280,97,0,8889,147
OF4,32,GRFsmooth,02-08,221291380,97,0,10879,141
OF4,32,GRFsmooth,02-09,385469151,94,0,9960,154
OF4,32,GRFsmooth,02-10,362080931,92,0,9660,141
OF4,32,GRFsmooth,03-02,506638820,76,0,8983,97
OF4,32,GRFsmooth,03-04,813974907,64,0,5044,64
OF4,32,GRFsmooth,03-05,652543793,101,0,8901,102
OF4,32,GRFsmooth,03-06,415538951,135,0,12911,206
OF4,32,GRFsmooth,03-08,335064591,125,0,11553,245
OF4,32,GRFsmooth,03-09,461581458,97,0,9634,119
OF4,32,GRFsmooth,03-10,375078685,110,0,10657,153
OF4,32,GRFsmooth,04-05,232959016,109,0,10907,175
OF4,32,GRFsmooth,04-08,610212690,71,0,5203,65
OF4,32,GRFsmooth,04-10,484620911,71,0,6045,70
OF4,32,GRFsmooth,05-08,452963780,88,0,8782,91
OF4,32,GRFsmooth,05-10,342074493,119,0,11467,164
OF4,32,GRFsmooth,06-04,424760059,125,0,10396,171
OF4,32,GRFsmooth,06-05,280950206,118,0,10081,166
OF4,32,GRFsmooth,06-08,203392228,115,0,10674,135
OF4,32,GRFsmooth,06-09,263307652,99,0,11733,126
OF4,32,GRFsmooth,06-10,251598520,110,0,12021,143
OF4,32,GRFsmooth,07-02,342730228,113,0,10444,133
OF4,32,GRFsmooth,07-03,565672795,124,0,11440,155
OF4,32,GRFsmooth,07-04,343440940,99,0,10277,132
OF4,32,GRFsmooth,07-05,247375662,121,0,11469,230
OF4,32,GRFsmooth,07-06,202482143,120,0,12112,175
OF4,32,GRFsmooth,07-08,323133876,98,0,9974,94
OF4,32,GRFsmooth,07-09,311632699,86,0,10453,123
OF4,32,GRFsmooth,07-10,361886249,98,0,9788,130
OF4,32,GRFsmooth,09-04,409516974,99,0,8524,94
OF4,32,GRFsmooth,09-05,300071587,105,0,10595,121
OF4,32,GRFsmooth,09-08,262318029,112,0,9882,150
OF4,32,GRFsmooth,09-10,212730286,131,0,11348,241
OF4,32,GRFsmooth,10-08,227668958,114,0,11185,159
OF4,32,LogGRF,01-02,333218449,117,0,10491,214
OF4,32,LogGRF,01-03,617412165,137,0,11291,250
OF4,32,LogGRF,01-04,688923184,108,0,7938,184
OF4,32,LogGRF,01-05,1145348607,92,0,6554,96
OF4,32,LogGRF,01-06,489495261,73,0,8459,104
OF4,32,LogGRF,01-07,265700314,121,0,10987,197
OF4,32,LogGRF,01-08,501545829,103,0,9938,142
OF4,32,LogGRF,01-09,939096167,98,0,10530,152
OF4,32,LogGRF,01-10,792317004,86,0,7990,101
OF4,32,LogGRF,02-04,456281678,195,0,12480,440
OF4,32,LogGRF,02-05,938237818,78,0,5606,77
OF4,32,LogGRF,02-06,326943351,114,0,10766,200
OF4,32,LogGRF,02-08,275541228,103,0,10262,141
OF4,32,LogGRF,02-09,781853699,85,0,8230,117
OF4,32,LogGRF,02-10,564890219,80,0,7242,76
OF4,32,LogGRF,03-02,466827660,125,0,12087,202
OF4,32,LogGRF,03-04,859579272,161,0,12302,288
OF4,32,LogGRF,03-05,814545141,89,0,7893,116
OF4,32,LogGRF,03-06,605433216,116,0,9977,205
OF4,32,LogGRF,03-08,524447329,167,0,14336,316
OF4,32,LogGRF,03-09,766620886,101,0,9772,141
OF4,32,LogGRF,03-10,563997553,126,0,10418,202
OF4,32,LogGRF,04-05,778410411,91,0,8174,119
OF4,32,LogGRF,04-08,407192209,125,0,11543,244
OF4,32,LogGRF,04-10,541075695,84,0,8691,112
OF4,32,LogGRF,05-08,719037095,86,0,6532,99
OF4,32,LogGRF,05-10,418796539,108,0,9574,157
OF4,32,LogGRF,06-04,672747479,111,0,10708,169
OF4,32,LogGRF,06-05,1146141491,62,0,4758,65
OF4,32,LogGRF,06-08,508397729,99,0,10164,143
OF4,32,LogGRF,06-09,615763341,105,0,9887,134
OF4,32,LogGRF,06-10,775643335,82,0,6253,97
OF4,32,LogGRF,07-02,392091412,100,0,10328,164
OF4,32,LogGRF,07-03,556505038,131,0,13005,272
OF4,32,LogGRF,07-04,685794977,99,0,8742,126
OF4,32,LogGRF,07-05,995027910,81,0,6537,86
OF4,32,LogGRF,07-06,598155136,69,0,8243,86
OF4,32,LogGRF,07-08,390063951,125,0,12121,206
OF4,32,LogGRF,07-09,1073583212,98,0,8220,183
OF4,32,LogGRF,07-10,658499780,116,0,10652,145
OF4,32,LogGRF,09-04,1005998223,67,0,7100,122
OF4,32,LogGRF,09-05,738840806,116,0,11331,220
OF4,32,LogGRF,09-08,813762662,61,0,6548,101
OF4,32,LogGRF,09-10,674479461,75,0,7717,132
OF4,32,LogGRF,10-08,366518711,105,0,10764,123
OF4,32,LogitGRF,01-02,299468734,113,0,11223,182
OF4,32,LogitGRF,01-03,300100833,114,0,10795,194
OF4,32,LogitGRF,01-04,253860970,148,0,11829,275
OF4,32,LogitGRF,01-05,200393452,101,0,12034,122
OF4,32,LogitGRF,01-06,211939001,127,0,12947,190
OF4,32,LogitGRF,01-07,300960091,113,0,11104,133
OF4,32,LogitGRF,01-08,178462068,136,0,13306,207
OF4,32,LogitGRF,01-09,425318349,101,0,11084,166
OF4,32,LogitGRF,01-10,275250044,96,0,11355,149
OF4,32,LogitGRF,02-04,205289105,132,0,11958,275
OF4,32,LogitGRF,02-05,268555321,136,0,13037,238
OF4,32,LogitGRF,02-06,284351789,112,0,12103,155
OF4,32,LogitGRF,02-08,365810405,124,0,11172,228
OF4,32,LogitGRF,02-09,384837910,103,0,9797,140
OF4,32,LogitGRF,02-10,257497374,124,0,11854,206
OF4,32,LogitGRF,03-02,354309759,106,0,10333,145
OF4,32,LogitGRF,03-04,377333696,124,0,10572,209
OF4,32,LogitGRF,03-05,222639258,107,0,11489,139
OF4,32,LogitGRF,03-06,275795673,139,0,12151,273
OF4,32,LogitGRF,03-08,371563270,134,0,11573,208
OF4,32,LogitGRF,03-09,277961051,104,0,10593,191
OF4,32,LogitGRF,03-10,262792260,118,0,10895,214
OF4,32,LogitGRF,04-05,260345126,128,0,11691,239
OF4,32,LogitGRF,04-08,261970153,138,0,13005,235
OF4,32,LogitGRF,04-10,257995260,129,0,11882,212
OF4,32,LogitGRF,05-08,262483418,114,0,12499,171
OF4,32,LogitGRF,05-10,260163989,129,0,12593,248
OF4,32,LogitGRF,06-04,287312994,109,0,10293,145
OF4,32,LogitGRF,06-05,229712930,123,0,11894,215
OF4,32,LogitGRF,06-08,252171907,110,0,11535,126
OF4,32,LogitGRF,06-09,412419840,99,0,11072,140
OF4,32,LogitGRF,06-10,253903998,99,0,10638,209
OF4,32,LogitGRF,07-02,419236326,116,0,11305,150
OF4,32,LogitGRF,07-03,241996097,110,0,12097,185
OF4,32,LogitGRF,07-04,428004596,134,0,10227,179
OF4,32,LogitGRF,07-05,310987030,108,0,10535,147
OF4,32,LogitGRF,07-06,222788015,146,0,13548,248
OF4,32,LogitGRF,07-08,399758652,110,0,8714,136
OF4,32,LogitGRF,07-09,467208688,83,0,9349,118
OF4,32,LogitGRF,07-10,335951542,99,0,10520,153
OF4,32,LogitGRF,09-04,401352041,125,0,12080,213
OF4,32,LogitGRF,09-05,332882586,114,0,11529,227
OF4,32,LogitGRF,09-08,471835615,136,0,12531,274
OF4,32,LogitGRF,09-10,249193027,117,0,11488,222
OF4,32,LogitGRF,10-08,315438565,125,0,12674,210
OF4,32,MicroscopyImages,01-02,255398464,62,0,7172,169
OF4,32,MicroscopyImages,01-03,779931526,45,0,4521,127
OF4,32,MicroscopyImages,01-04,527393275,55,0,6316,116
OF4,32,MicroscopyImages,01-05,680928961,68,0,5973,195
OF4,32,MicroscopyImages,01-06,705387598,60,0,6471,126
OF4,32,MicroscopyImages,01-07,577288776,50,0,5926,154
OF4,32,MicroscopyImages,01-08,601180040,56,0,7511,116
OF4,32,MicroscopyImages,01-09,558275261,67,0,5804,248
OF4,32,MicroscopyImages,01-10,467126817,68,0,7310,137
OF4,32,MicroscopyImages,02-04,568997742,89,0,8473,131
OF4,32,MicroscopyImages,02-05,567789963,94,0,8072,197
OF4,32,MicroscopyImages,02-06,619951914,80,0,8668,121
OF4,32,MicroscopyImages,02-08,627193438,64,0,7186,120
OF4,32,MicroscopyImages,02-09,461689875,66,0,6580,119
OF4,32,MicroscopyImages,02-10,370538651,81,0,7916,117
OF4,32,MicroscopyImages,03-02,780972567,75,0,6912,190
OF4,32,MicroscopyImages,03-04,308973615,59,0,6566,167
OF4,32,MicroscopyImages,03-05,469700414,68,0,6936,179
OF4,32,MicroscopyImages,03-06,349288582,71,0,7720,146
OF4,32,MicroscopyImages,03-08,537750305,67,0,5853,128
OF4,32,MicroscopyImages,03-09,520719633,55,0,6280,196
OF4,32,MicroscopyImages,03-10,574287403,58,0,6951,117
OF4,32,MicroscopyImages,04-05,468182525,65,0,7455,111
OF4,32,MicroscopyImages,04-08,440742321,88,0,7609,145
OF4,32,MicroscopyImages,04-10,365913159,104,0,11184,201
OF4,32,MicroscopyImages,05-08,432182245,87,0,9111,205
OF4,32,MicroscopyImages,05-10,358161385,123,0,10129,309
OF4,32,MicroscopyImages,06-04,419268858,112,0,8747,240
OF4,32,MicroscopyImages,06-05,153687397,80,0,9851,162
OF4,32,MicroscopyImages,06-08,415732215,110,0,10433,183
OF4,32,MicroscopyImages,06-09,387956628,98,0,9740,285
OF4,32,MicroscopyImages,06-10,408437211,91,0,9647,134
OF4,32,MicroscopyImages,07-02,602823741,57,0,6828,142
OF4,32,MicroscopyImages,07-03,573364361,45,0,4667,89
OF4,32,MicroscopyImages,07-04,443066895,86,0,7849,192
OF4,32,MicroscopyImages,07-05,429119265,64,0,7192,156
OF4,32,MicroscopyImages,07-06,445593181,81,0,7744,172
OF4,32,MicroscopyImages,07-08,124271436,81,0,9959,178
OF4,32,MicroscopyImages,07-09,598579165,52,0,7256,114
OF4,32,MicroscopyImages,07-10,570594685,67,0,7093,171
OF4,32,MicroscopyImages,09-04,423525655,78,0,8736,192
OF4,32,MicroscopyImages,09-05,371148381,89,0,8526,289
OF4,32,MicroscopyImages,09-08,626329245,59,0,6841,125
OF4,32,MicroscopyImages,09-10,202769592,80,0,9394,203
OF4,32,MicroscopyImages,10-08,594904791,81,0,8455,156
OF4,32,Shapes,01-02,410240000,46,0,5834,103
OF4,32,Shapes,01-03,86400000,27,0,4320,92
OF4,32,Shapes,01-04,253764336,66,0,8661,112
OF4,32,Shapes,01-05,232824146,44,0,7593,73
OF4,32,Shapes,01-06,547200000,39,0,6058,65
OF4,32,Shapes,01-07,421192830,51,0,6616,91
OF4,32,Shapes,01-08,284583959,40,0,7278,97
OF4,32,Shapes,01-09,193600000,64,0,8633,188
OF4,32,Shapes,01-10,137600124,50,0,7967,114
OF4,32,Shapes,02-04,156475664,26,0,3809,86
OF4,32,Shapes,02-05,524567223,22,0,2685,75
OF4,32,Shapes,02-06,569376000,18,0,2476,79
OF4,32,Shapes,02-08,200621542,18,0,2912,103
OF4,32,Shapes,02-09,426288000,74,0,5456,438
OF4,32,Shapes,02-10,468845934,26,0,3258,89
OF4,32,Shapes,03-02,412672000,26,0,3431,91
OF4,32,Shapes,03-04,270936941,34,0,5464,110
OF4,32,Shapes,03-05,241418106,28,0,5354,110
OF4,32,Shapes,03-06,549200000,25,0,4449,84
OF4,32,Shapes,03-08,294767843,25,0,4205,104
OF4,32,Shapes,03-09,209600000,27,0,4844,97
OF4,32,Shapes,03-10,159314386,26,0,4885,90
OF4,32,Shapes,04-05,368091559,27,0,4185,69
OF4,32,Shapes,04-08,124021462,26,0,4304,111
OF4,32,Shapes,04-10,314895201,37,0,6442,120
OF4,32,Shapes,05-08,341815017,23,0,3150,101
OF4,32,Shapes,05-10,251655696,34,0,5271,142
OF4,32,Shapes,06-04,548443915,22,0,3367,60
OF4,32,Shapes,06-05,551212161,29,0,5094,129
OF4,32,Shapes,06-08,561503366,16,0,2711,69
OF4,32,Shapes,06-09,552200000,33,0,5390,143
OF4,32,Shapes,06-10,555360116,26,0,4684,97
OF4,32,Shapes,07-02,417954416,25,0,4000,82
OF4,32,Shapes,07-03,426116846,28,0,4112,101
OF4,32,Shapes,07-04,407460730,31,0,5004,63
OF4,32,Shapes,07-05,450386377,39,0,5580,129
OF4,32,Shapes,07-06,955899165,23,0,2993,77
OF4,32,Shapes,07-08,412610054,26,0,3789,89
OF4,32,Shapes,07-09,457625413,37,0,5072,125
OF4,32,Shapes,07-10,453893440,35,0,5727,91
OF4,32,Shapes,09-04,350087636,36,0,5111,117
OF4,32,Shapes,09-05,305927202,49,0,6750,251
OF4,32,Shapes,09-08,359034479,26,0,4046,130
OF4,32,Shapes,09-10,254960130,48,0,5298,235
OF4,32,Shapes,10-08,359585776,30,0,4516,130
OF4,32,WhiteNoise,01-02,49923925,126,0,14484,278
OF4,32,WhiteNoise,01-03,53192684,120,0,13712,242
OF4,32,WhiteNoise,01-04,65365081,115,0,12023,182
OF4,32,WhiteNoise,01-05,54722657,116,0,13393,203
OF4,32,WhiteNoise,01-06,46592527,111,0,12376,239
OF4,32,WhiteNoise,01-07,50750980,114,0,14674,208
OF4,32,WhiteNoise,01-08,50056442,108,0,13602,205
OF4,32,WhiteNoise,01-09,63968992,111,0,11248,209
OF4,32,WhiteNoise,01-10,53297742,91,0,10133,183
OF4,32,WhiteNoise,02-04,62923209,129,0,13762,240
OF4,32,WhiteNoise,02-05,54021874,106,0,12154,206
OF4,32,WhiteNoise,02-06,52348597,124,0,14387,258
OF4,32,WhiteNoise,02-08,48419928,123,0,13982,286
